NameDeposit,Includes,OtherNames,Country,CountryCode,StateProvince,LatitudeDecimal,LongitudeDecimal,AgeMY,Deposit Age,Tonnage,Copper grade,Molybdenum grade,Gold grade,Silver grade,Subtype,EmpacementDepthkm,Assoc Deposits less 10km,Assoc Deposits less 5km,DepositID,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,Minerals,RocksInDeposit,RocksOnMap,RocksOnMapInDeposit,DiscoveryDate,StartupDate,OreAAxis,OreBAxis,OreArea,AlterAAxis,AlterBAxis,AlterArea,SulfideAAxis,SulfideBAxis,SulfideArea,Comments,References
Kepcham,,,Kazakhstan,KAZN,,47.5,75.1,0,n.d.,35.8,0.34,0.018,0,0,17,0,n.d.,17,424,47,30,,75,6,,"carbonate, chalcopyrite, chlorite, galena, hematite, magnetite, molybdenite, muscovite/sericite, pyrite, sphalerite, zeolite  ","granite porphyry, granodiorite porphyry",n.d.,"diorite, granite, granodiorite, schist",n.d.,n.d.,0,0,0,0,0,0,0,0,0,,"Kudryavtsev, Y.K., 1996,  The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144. 

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Koksai  ,,Koksaiy,Kazakhstan,KAZN,,44.45,78.4333333333333,422,464–380,320,0.55,0.049,0.12,1.24,21a,0,n.d.,n.d.,430,44,27,,78,26,,"anhydrite, apatite, arsenopyrite, azurite, barite, biotite, bismuth, bornite, carbonate, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, cosalite, covellite, cubanite, cuprite, digenite, galena, goethite/limonite, gold, hematite, magnetite, marcasite, molybdenite, psilomelane, pyrite, pyrrhotite, sericite, sphalerite, tetrahedrite/tennantite","breccia, dacite porphyry, gabbro-diabase, plagiogranite porphyry, granodiorite, granodiorite porphyry ","diorite, gabbro","andesite porphyry, andesite tuff, chert, conglomerate, granite, limestone, rhyolite porphyry,  sandstone, siltstone, tuffaceous sandstone",n.d.,n.d.,0,0,0,2.2,0.25,0.43,0,0,0,"Grades reported: 3.5 g/t Se and 1.1 g/t Te that are included in the resource, as well as Re.  100% of the deposit area is covered by boulders, gravel, loam, and clay.","Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian). 

Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian). 

Metal Mining Agency of Japan, 1997, Non-ferrous metal deposits of C.I.S. countries and Mongolia: Metal Mining Agency of Japan, 20 p.

Pavlova, I.G., 1978, Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Plyushchev, E.V., 1993, Map of hydrothermal-metasomatic formations of Kazakhstan fold area, 1:1,500,000 scale: VSEGEI, St.-Petersburg, 4 sheets.

Sokolov, A.L., 1999, Regional and local controls on gold and copper mineralization in central Asia and Kazakhstan, in Porter, T.M., ed., Porphyry and hydrothermal copper & gold deposits—a global perspective, Conference Proceedings: Australian Mineral Foundation, Glenside South Australia, p. 181-190.

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Koktasdzhal,,,Kazakhstan,KAZN,,50.1622222222222,76.1622222222222,292,320–264,57,0.62,0,0.72,3.8,20c,0,n.d.,n.d.,427,50,9,44,76,9,44,"actinolite, azurite/malachite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, epidote, gold, hematite, ilmenite, magnetite, molybdenite, pyrite, sericite, tennantite/tetrahedrite","granite porphyry, hornfels, tonalite porphyry",n.d.,"andesitic basalt, andesitic dacite, dacite, granite, granodiorite, limestone, rhyodacite, rhyolite, sandstone, siltstone, tonalite, tuff",before 1917,n.d.,0,0,0,2.2,0.7,1.2,0,0,0,Exposed.,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian). 

Pavlova, I.G., 1978, Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Plyushchev, E.V., 1993, Map of hydrothermal-metasomatic formations of Kazakhstan fold area, 1:1,500,000 scale: VSEGEI, St.-Petersburg, 4 sheets.

Shatov, V. , Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., 1996,  Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St, Petersburg, 396 p.

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.  "
Kounrad,,"Konyrat, Qonyrat",Kazakhstan,KAZN,,46.9897222222222,74.9872222222222,330,335–324,637,0.589,0.011,0.19,6.28,17,0,n.d.,n.d.,423,46,59,23,74,59,14,"altaite, alunite, andalusite, arsenopyrite, azurite/malachite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, corundum, cubanite, diaspore, enargite/luzonite/famatinite, galena, gold, hematite/specularite, jarosite, kaolinite/illite/dickite, luzonite, magnetite, marcasite, molybdenite, muscovite/sericite, pyrite, pyrrhotite, silver, sphalerite/wurtzite, stibioluzonite, tetrahedrite/fahlore/tennantite/freibergite, valleriite","breccia,  diabase dikes, diorite porphyry, granodiorite, granodiorite porphyry, quartz diorite porphyry, trondhjemite","conglomerate, sandstone, siltstone","andesite, andesite porphyry, andesitic basalt, dacite, diabase flow, granite,  ignimbrite, rhyolite, rhyolite welded tuff",1928,1934,1.2,0.8,0.75,0,0,0,0,0,0,"Exposed. Mined out 417 Mt ore at 0.72% Cu, 0.014 Mo, 0.28 g/t Au, 9.26 g/t Ag; remaining reserve of 1996, 220 Mt at 0.34% Cu and 0.005% Mo (Kudryavtsev, 1996; Zhukov and others, 1998).","Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986, Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian).

Kudryavtsev, Y.K., 1996,  The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144.

Metal Mining Agency of Japan, 1997, Non-ferrous metal deposits of C.I.S. countries and Mongolia: Metal Mining Agency of Japan, 20 p. 

Pavlova, I.G., 1978, Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  

Plyushchev, E.V., 1993, Map of hydrothermal-metasomatic formations of Kazakhstan fold area, 1:1,500,000 scale: VSEGEI, St.-Petersburg, 4 sheets.

Seltman, R., and Porter, T.M., 2005, The porphyry Cu-Au/Mo deposits of Central Eurasia. 1. Tectonic, geologic and metallogenic setting, and significant deposits, in Porter, T.M., ed., Superporphyry copper and gold deposits: a global perspective: PGC Publishing, Adelaide, v. 2, p. 467–512.

Sokolov, A.L., 1999, Regional and local controls on gold and copper mineralization in central Asia and Kazakhstan, in Porter, T.M., ed., Porphyry and hydrothermal copper & gold deposits—a global perspective, Conference Proceedings: Australian Mineral Foundation, Glenside South Australia, p. 181-190.

Yudin, I.M., 1969, The Kounrad copper deposit: Moscow University Publishing House, 150 p. (in Russian). 

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.

Zvezdov, V.S., Migachev, I.F., and Girfanov, M.M., 1993, Porphyry copper deposits of the CIS and the models of their formation: Ore Geology Reviews, v. 7, p. 511-549."
Kyzylkain,,,Kazakhstan,KAZN,,47.5333333333333,84.4166666666667,325,Middle–Late Carboniferous,542,0.3,0.005,0,0,17,0,n.d.,n.d.,433,47,32,,84,25,,"albite, atacamite, azurite/malachite, biotite, carbonate, chalcocite, chalcopyrite, chlorite, covellite, epidote, gypsum, hematite, iron oxides, malachite, pyrite, pyrrhotite, scheelite, sericite ","hornfels, andesite porphyry, diorite porphyry, granodiorite porphyry","sandstone, siltstone","andesite, granite, granodiorite, sandstone, tuffaceous conglomerate, tuffaceous sandstone, tuff",n.d.,n.d.,0,0,0,1.6,0.5,0.6,0,0,0,30% of the deposit area is covered by alluvium.,"Cox, D.P., 2001, written communication.

Pavlova, I.G., 1978,  Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.  

Shevchenko, N.Y., 1973, Porphyry copper mineralization in Eastern Kazakhstan: Exploration and Protection of Mineral Resources (Razvedka i Okhrana Nedr), no 8, p. 7–10 (in Russian)."
Kyzyltu,,,Kazakhstan,KAZN,,51.95,72.3333333333333,445,445,65.8,0.48,0.015,0.2,6.56,17,0,n.d.,n.d.,416,51,57,,72,20,,"albite, anhydrite/gypsum, apatite, azurite/malachite, biotite, bismuth, bornite, carbonate, chalcocite, chalcopyrite, covellite, digenite, galena, gold, hematite, magnetite, marcasite, molybdenite, muscovite/sericite, pyrite, silver, sphalerite, tennantite, zeolite","breccia, granite porphyry, granodiorite porphyry, monzodiorite",n.d.,"andesite, basalt, chert, conglomerate, granodiorite, diorite, quartz diorite, sandstone, siltstone, trachybasalt, trachydacite, trachyrhyolite, tuff",1970,n.d.,0,0,0,1,0.6,0.47,0,0,0,100% of the deposit area is covered by loam. ,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Kudryavtsev, Y.K., 1996,  The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144.

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.  "
Nurbay,,,Kazakhstan,KAZN,,47.9166666666667,79.3333333333333,,Late Paleozoic,,0,0,0,0,17,0,n.d.,n.d.,634,47,55,,79,20,,"andalusite, arsenopyrite, bornite, chalcocite, chalcopyrite, cubanite, covellite, diaspore, galena, goethite, magnetite, malachite, molybdenite, pyrite, sericite, sphalerite, valleriite  ","diorite porphyry, monzonite porphyry ",n.d.,"andesite, monzonite, tuffaceous sandstone, tuff",1951,n.d.,0,0,0,1.4,1.2,1.3,0,0,0,"Grades reported: average 0.5% Cu, 0.001–0.03% Mo. ","Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, in Abdulin, A.A., and others, eds., Reference Book: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Nurkazgan  ,,Samarskoe,Kazakhstan,KAZN,,50.0269444444444,76.7272222222222,410,410,213,0.81,0.01,0.26,2.5,17,0,n.d.,25e,429,50,1,37,76,43,38,"bismuth, bornite, carbonate, chalcocite, chalcopyrite, chlorite, covellite, epidote, galena, gold, molybdenite, pyrite, sericite, silver, sphalerite, tetrahedrite","breccia, granodiorite porphyry, monzonite porphyry","conglomerate, siltstone","agglomerate tuff, andesite, andesite porphyry, andesitic dacite, basalt, granodiorite, rhyolite, tuffaceous conglomerate, tuffaceous sandstone, tuffaceous siltstone, tuffite",n.d.,n.d.,0,0,0,0,0,0,0,0,0,Exposed.,"Anonymous, 2001, Asia: the waking giant: Mining Journal, March, v. 336, no. 8630, 12 p. 

Plyushchev, E.V., 1993,  Map of hydrothermal-metasomatic formations of Kazakhstan fold area, 1:1,500,000 scale: VSEGEI, St.-Petersburg, 4 sheets.

Seltman, R., and Porter, T.M., 2005, The porphyry Cu-Au/Mo deposits of Central Eurasia. 1. Tectonic, geologic and metallogenic setting, and significant deposits, in Porter, T.M., ed., Superporphyry copper and gold deposits: a global perspective: PGC Publishing, Adelaide, v. 2, p. 467–512.

Shatov, V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., 1996,  Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St, Petersburg, 396 p. 

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, in Abdulin, A.A., and others, eds., Reference Book: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Ozernoe,,,Kazakhstan,KAZN,,49.3263888888889,75.9825,315,323–307,194,0.36,0.005,0.02,2.9,17,0,n.d.,n.d.,426,49,19,35,75,58,57,"arsenopyrite, azurite/malachite, biotite, bismuthinite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, enargite, epidote, galena, goethite, limonite, molybdenite, pyrite, sericite, sphalerite, tetrahedrite, tourmaline","granite porphyry, granodiorite porphyry",n.d.,"andesite, diabase porphyry, diorite, granodiorite, rhyolite, sandstone, siltstone, tuff",1964,n.d.,0,0,0,0,0,0,0,0,0,40% of the deposit area is covered by unlithified rocks.,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p. (in Russian).

Kudryavtsev, Y.K., 1996,  The Cu–Mo deposits of Central Kasakhstan, in Shatov V., Seltman, R., Kremenetsky, A., Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144. 

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.  "
Saryshagan,,,Kazakhstan,KAZN,,46.2566666666667,73.1986111111111,310,Middle-Late Carboniferous,324,0.27,0.007,0.024,0,17,0,n.d.,17,417,46,15,24,73,11,55,"azurite/malachite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, covellite, galena, hematite, limonite, molybdenite, pyrite, pyrrhotite, sericite, sphalerite, tenorite","breccia, granite porphyry, hornfels, tonalite porphyry",n.d.,"conglomerate, ignimbrite, rhyodacite, rhyolite, rhyolite lava breccia, sandstone, tuff",1954,n.d.,0,0,0,0,0,0,2,1.3,2,,"Kolesnikov, V.V., Zhukov, N.M., Solodilova, V.V., and Filimonova, L.E., 1986, Porphyry copper deposits of the Balkhash region: Nauka, Alma Ata, 199 p.  (in Russian).

Kudryavtsev, Y.K., 1996, The Cu–Mo deposits of Central Kasakhstan, in V. Shatov, Seltman, R., Kremenetsky, Lehman, B., Popov, V., and Ermolov, P., eds., Granite-related ore deposits of Central Kazakhstan and adjacent areas: IAGOD, Working Group on Tin and Tungsten Deposits (WGTT), St. Petersburg, p. 119–144.  

Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Sokurkoiy,,,Kazakhstan,KAZN,,46.6,74.4166666666667,310,Middle-Late Carboniferous,,0,0,0,0,17,0,n.d.,"17, 21a",633,46,36,,74,25,,"alunite, azurite/malachite, bornite, chalcocite, chalcopyrite, chrysocolla, covellite, cuprite, dickite, enargite, gold, molybdenite, pyrite, sericite, tetrahedrite ","eruptive breccia, granite porphyry, felsite porphyry",n.d.,"andesite, conglomerate, limestone, sandstone, mudstone, granite, granosyenite, syenodiorite, tuff",1928,n.d.,0,0,0,3,1.5,3.5,0,0,0,Small deposit with the reported average grades 0.66% Cu and 0.005% Mo; and 0.1 –10 g/t Au in lump samples. Exposed. ,"Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Spiridonovskoe,,,Kazakhstan,KAZN,,52.3333333333333,62.1833333333333,,n.d.,,0,0,0,0,17,0,n.d.,n.d.,631,52,20,,62,11,,"bornite, carbonate, chalcocite, chalcopyrite, chlorite, covellite, cubanite, epidote, galena, malachite, molybdenite, prehnite, pyrite, sericite, sphalerite","dacite porphyry, rhyolite porphyry",n.d.,"andesite, diorite, gabbro, granodiorite, quartz diorite, serpentinite, tuff",n.d.                                   ,n.d.,0,0,0,5,1,3.9,0,0,0,"Drilling data indicate small resources at 0.3 to 1.5% Cu, 0.01 to 0.05% Mo, and ≤0.2 g/t Au. 100% of the deposit area is covered by unlithified sediments. ","Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Varvarinskoye,,,Kazakhstan,KAZN,,53.0166666666667,62.5666666666667,310,Middle-Late Carboniferous ,117.62,0.66,0,1.01,0.5,20c,0,n.d.,"18b, 18c",415,53,1,,62,34,,"albite, arsenopyrite, Bi-sulfide, biotite, carbonate, chalcopyrite, chlorite, epidote, galena, garnet, gersdorffite, goethite, gold, hematite, magnetite, marcasite, muscovite, nickeline, prehnite, pyrite, pyroxene, pyrrhotite, sphalerite, telluride, wollastonite ","breccia, diorite porphyry, hornfels, skarn ","conglomerate, sandstone, siltstone","andesite, andesitic basalt, dacite, diorite, gabbro, granite, limestone, serpentinite,   ",1979,2007,0,0,0,0,0,0,0,0,0,100% of the deposit area is covered by Mesozoic-Cenozoic sediments ≤20 m thick. ,"European Minerals Corporation, 2005, Varvarinskoye gold-copper project, Northern Kazakhstan, Technical Report, 150 p.: www.europeanminerals.com/i/pdf/2005-03_KazakhstanTR.pdf 

Kazakhstan Minerals Corporation, 2000, Our properties: http://kazminco.com/prop/varva.html

Zhukov,N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p."
Yubileinoe,,,Kazakhstan,KAZN,,48.9333333333333,58.6833333333333,355,Late Devonian–Early Carboniferous ,,0,0,0,0,20c,0,n.d.,18b,679,48,56,,58,41,,"actinolite, anatase, ankerite, arsenopyrite, biotite, bornite, chalcopyrite, chlorite, cinnabar, epidote, galena, gold, hematite, ilmenite, magnetite, molybdenite, prehnite, pumpellyite, pyrite, rutile, scheelite, sericite, sphalerite, stibnite, tetrahedrite","plagiogranite porphyry, skarn","chert, clastics, dacite, rhyolite
","andesite, basalt, diorite, gabbro, granodiorite",,,,,,,,,,,,"The main ore zone contains average 4.5 g/t Au, 65 g/t Ag, 0.42% Cu, economic Mo grade. Ore contains Re <0.01 to 0.04 ppm. ","Grabezhev, A.I., 2007, Rhenium in ores of porphyry copper deposits in the Urals: Doklady Earth Sciences, v. 413, no. 2, p. 265–268.

Seltman, R., and Porter, T.M., 2005, The porphyry Cu-Au/Mo deposits of Central Eurasia. 1. Tectonic, geologic and metallogenic setting, and significant deposits, in Porter, T.M., ed., Superporphyry copper and gold deposits: a global perspective: PGC Publishing, Adelaide, v. 2, p. 467–512.

Shatov, V., Seltman, R., and Moon, C.J., 2003, The Yubileinoe porphyry Au(-Cu) deposit, the South Urals: geology and alteration controls of mineralization, in Eliopoulos, D.G., and others, eds., Mineral exploration and sustainable development, v.1: Millpress, Rotterdam, p. 379–382. "
